event_id,country,league,home_team,away_team,event_time,event_url,market_groups,market_rows
sr:match:61301103,England,Premier League,Burnley,Bournemouth,14/03 Saturday 16:00,https://www.sportybet.com/ng/lite/preMatch/detail?eventId=sr%3Amatch%3A61301103&marketGroupsName=Main&sportId=sr%3Asport%3A1,9,954
