event_id,country,league,home_team,away_team,event_time,event_url,market_group,market_title,selection,odds,market_id,outcome_id,product_id,selection_url
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2,Home,3.73,1,1,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=1&outcomeId=1&selected=0&odds=3.73&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2,Draw,4.01,1,2,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=1&outcomeId=2&selected=0&odds=4.01&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2,Away,1.99,1,3,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=1&outcomeId=3&selected=0&odds=1.99&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2 - 1UP,Home,1.95,60200,1,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=60200&outcomeId=1&selected=0&odds=1.95&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2 - 1UP,Draw,4.01,60200,2,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=60200&outcomeId=2&selected=0&odds=4.01&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2 - 1UP,Away,1.42,60200,3,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=60200&outcomeId=3&selected=0&odds=1.42&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2 - 2UP,Home,3.22,60100,1,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=60100&outcomeId=1&selected=0&odds=3.22&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2 - 2UP,Draw,4.01,60100,2,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=60100&outcomeId=2&selected=0&odds=4.01&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,1X2 - 2UP,Away,1.84,60100,3,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=60100&outcomeId=3&selected=0&odds=1.84&marketGroupsName=Main
sr:match:61514044,Germany,Bundesliga,Mainz,Stuttgart,07/03 Saturday 15:30,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&eventId=sr:match:61514044&marketGroupsName=Main,Main,Over/Under,Over 1,1.04,18,12,3,https://www.sportybet.com/ng/lite/preMatch/detail?fromUrl=%2Fng%2Flite&sportId=sr:sport:1&productId=3&eventId=sr:match:61514044&marketId=18&outcomeId=12&selected=0&odds=1.04&marketGroupsName=Main&specifier=total%3D1
