date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2017-12-06,20.45,Real Madrid,Borussia Dortmund,3,2,Group H,3-2,(2-1),CL,Champions League,2017
2017-12-06,,Tottenham Hotspur,APOEL Nikosia,3,0,Group H,3-0,(2-0),CL,Champions League,2017
2018-02-13,20.45,Juventus,Tottenham Hotspur,2,2,Round of 16,2-2,(2-1),CL,Champions League,2017
2018-02-13,,FC Basel 1893,Manchester City,0,4,Round of 16,0-4,(0-3),CL,Champions League,2017
2018-02-14,20.45,FC Porto,Liverpool FC,0,5,Round of 16,0-5,(0-2),CL,Champions League,2017
2018-02-14,,Real Madrid,Paris Saint-Germain,3,1,Round of 16,3-1,(1-1),CL,Champions League,2017
2018-02-20,20.45,Chelsea FC,FC Barcelona,1,1,Round of 16,1-1,(0-0),CL,Champions League,2017
2018-02-20,,Bayern München,Beşiktaş,5,0,Round of 16,5-0,(1-0),CL,Champions League,2017
2018-02-21,20.45,Sevilla FC,Manchester United,0,0,Round of 16,0-0,,CL,Champions League,2017
2018-02-21,,Shakhtar Donetsk,AS Roma,2,1,Round of 16,2-1,(0-1),CL,Champions League,2017
2018-03-06,20.45,Liverpool FC,FC Porto,0,0,Round of 16,0-0,,CL,Champions League,2017
2018-03-06,,Paris Saint-Germain,Real Madrid,1,2,Round of 16,1-2,(0-0),CL,Champions League,2017
2018-03-07,20.45,Tottenham Hotspur,Juventus,1,2,Round of 16,1-2,(1-0),CL,Champions League,2017
2018-03-07,,Manchester City,FC Basel 1893,1,2,Round of 16,1-2,(1-1),CL,Champions League,2017
2018-03-13,20.45,Manchester United,Sevilla FC,1,2,Round of 16,1-2,(0-0),CL,Champions League,2017
2018-03-13,,AS Roma,Shakhtar Donetsk,1,0,Round of 16,1-0,(0-0),CL,Champions League,2017
2018-03-14,18.00,Beşiktaş,Bayern München,1,3,Round of 16,1-3,(0-1),CL,Champions League,2017
2018-03-14,20.45,FC Barcelona,Chelsea FC,3,0,Round of 16,3-0,(2-0),CL,Champions League,2017
2018-04-03,20.45,Sevilla FC,Bayern München,1,2,Quarterfinals,1-2,(1-1),CL,Champions League,2017
2018-04-03,,Juventus,Real Madrid,0,3,Quarterfinals,0-3,(0-1),CL,Champions League,2017
2018-04-04,20.45,FC Barcelona,AS Roma,4,1,Quarterfinals,4-1,(1-0),CL,Champions League,2017
2018-04-04,,Liverpool FC,Manchester City,3,0,Quarterfinals,3-0,(3-0),CL,Champions League,2017
2018-04-10,20.45,AS Roma,FC Barcelona,3,0,Quarterfinals,3-0,(1-0),CL,Champions League,2017
2018-04-10,,Manchester City,Liverpool FC,1,2,Quarterfinals,1-2,(1-0),CL,Champions League,2017
2018-04-11,20.45,Bayern München,Sevilla FC,0,0,Quarterfinals,0-0,,CL,Champions League,2017
2018-04-11,,Real Madrid,Juventus,1,3,Quarterfinals,1-3,(0-2),CL,Champions League,2017
2018-04-24,20.45,Liverpool FC,AS Roma,5,2,Semifinals,5-2,(2-0),CL,Champions League,2017
2018-04-25,20.45,Bayern München,Real Madrid,1,2,Semifinals,1-2,(1-1),CL,Champions League,2017
2018-05-01,20.45,Real Madrid,Bayern München,2,2,Semifinals,2-2,(1-1),CL,Champions League,2017
2018-05-02,20.45,AS Roma,Liverpool FC,4,2,Semifinals,4-2,(1-2),CL,Champions League,2017
2018-05-26,20.45,Real Madrid,Liverpool FC,3,1,Final,3-1,(0-0),CL,Champions League,2017
