date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2011-09-14,20.45,Manchester City,SSC Napoli,1,1,Group A,1-1,(0-0),CL,Champions League,2011
2011-09-14,,Villarreal CF,Bayern München,0,2,Group A,0-2,(0-1),CL,Champions League,2011
2011-09-27,20.45,Bayern München,Manchester City,2,0,Group A,2-0,(2-0),CL,Champions League,2011
2011-09-27,,SSC Napoli,Villarreal CF,2,0,Group A,2-0,(2-0),CL,Champions League,2011
2011-10-18,20.45,Manchester City,Villarreal CF,2,1,Group A,2-1,(1-1),CL,Champions League,2011
2011-10-18,,SSC Napoli,Bayern München,1,1,Group A,1-1,(1-1),CL,Champions League,2011
2011-11-02,20.45,Bayern München,SSC Napoli,3,2,Group A,3-2,(3-1),CL,Champions League,2011
2011-11-02,,Villarreal CF,Manchester City,0,3,Group A,0-3,(0-2),CL,Champions League,2011
2011-11-22,20.45,Bayern München,Villarreal CF,3,1,Group A,3-1,(2-0),CL,Champions League,2011
2011-11-22,,SSC Napoli,Manchester City,2,1,Group A,2-1,(1-1),CL,Champions League,2011
2011-12-07,20.45,Manchester City,Bayern München,2,0,Group A,2-0,(1-0),CL,Champions League,2011
2011-12-07,,Villarreal CF,SSC Napoli,0,2,Group A,0-2,(0-0),CL,Champions League,2011
2011-09-14,20.45,Lille OSC,CSKA Moskva,2,2,Group B,2-2,(1-0),CL,Champions League,2011
2011-09-14,,Inter,Trabzonspor,0,1,Group B,0-1,(0-0),CL,Champions League,2011
2011-09-27,18.00,CSKA Moskva,Inter,2,3,Group B,2-3,(1-2),CL,Champions League,2011
2011-09-27,20.45,Trabzonspor,Lille OSC,1,1,Group B,1-1,(0-1),CL,Champions League,2011
2011-10-18,18.00,CSKA Moskva,Trabzonspor,3,0,Group B,3-0,(1-0),CL,Champions League,2011
2011-10-18,20.45,Lille OSC,Inter,0,1,Group B,0-1,(0-1),CL,Champions League,2011
2011-11-02,20.45,Trabzonspor,CSKA Moskva,0,0,Group B,0-0,,CL,Champions League,2011
2011-11-02,,Inter,Lille OSC,2,1,Group B,2-1,(1-0),CL,Champions League,2011
2011-11-22,18.00,CSKA Moskva,Lille OSC,0,2,Group B,0-2,(0-0),CL,Champions League,2011
2011-11-22,20.45,Trabzonspor,Inter,1,1,Group B,1-1,(1-1),CL,Champions League,2011
2011-12-07,20.45,Inter,CSKA Moskva,1,2,Group B,1-2,(0-0),CL,Champions League,2011
2011-12-07,,Lille OSC,Trabzonspor,0,0,Group B,0-0,,CL,Champions League,2011
2011-09-14,20.45,FC Basel 1893,Oţelul Galaţi,2,1,Group C,2-1,(1-0),CL,Champions League,2011
2011-09-14,,SL Benfica,Manchester United,1,1,Group C,1-1,(1-1),CL,Champions League,2011
2011-09-27,20.45,Manchester United,FC Basel 1893,3,3,Group C,3-3,(2-0),CL,Champions League,2011
2011-09-27,,Oţelul Galaţi,SL Benfica,0,1,Group C,0-1,(0-1),CL,Champions League,2011
2011-10-18,20.45,FC Basel 1893,SL Benfica,0,2,Group C,0-2,(0-1),CL,Champions League,2011
2011-10-18,,Oţelul Galaţi,Manchester United,0,2,Group C,0-2,(0-0),CL,Champions League,2011
2011-11-02,20.45,Manchester United,Oţelul Galaţi,2,0,Group C,2-0,(1-0),CL,Champions League,2011
2011-11-02,,SL Benfica,FC Basel 1893,1,1,Group C,1-1,(1-0),CL,Champions League,2011
2011-11-22,20.45,Manchester United,SL Benfica,2,2,Group C,2-2,(1-1),CL,Champions League,2011
2011-11-22,,Oţelul Galaţi,FC Basel 1893,2,3,Group C,2-3,(0-3),CL,Champions League,2011
2011-12-07,20.45,FC Basel 1893,Manchester United,2,1,Group C,2-1,(1-0),CL,Champions League,2011
2011-12-07,,SL Benfica,Oţelul Galaţi,1,0,Group C,1-0,(1-0),CL,Champions League,2011
2011-09-14,20.45,AFC Ajax,Olympique Lyonnais,0,0,Group D,0-0,,CL,Champions League,2011
2011-09-14,,Dinamo Zagreb,Real Madrid,0,1,Group D,0-1,(0-0),CL,Champions League,2011
2011-09-27,20.45,Olympique Lyonnais,Dinamo Zagreb,2,0,Group D,2-0,(2-0),CL,Champions League,2011
2011-09-27,,Real Madrid,AFC Ajax,3,0,Group D,3-0,(2-0),CL,Champions League,2011
2011-10-18,20.45,Dinamo Zagreb,AFC Ajax,0,2,Group D,0-2,(0-0),CL,Champions League,2011
2011-10-18,,Real Madrid,Olympique Lyonnais,4,0,Group D,4-0,(1-0),CL,Champions League,2011
2011-11-02,20.45,AFC Ajax,Dinamo Zagreb,4,0,Group D,4-0,(2-0),CL,Champions League,2011
2011-11-02,,Olympique Lyonnais,Real Madrid,0,2,Group D,0-2,(0-1),CL,Champions League,2011
2011-11-22,20.45,Olympique Lyonnais,AFC Ajax,0,0,Group D,0-0,,CL,Champions League,2011
2011-11-22,,Real Madrid,Dinamo Zagreb,6,2,Group D,6-2,(4-0),CL,Champions League,2011
2011-12-07,20.45,AFC Ajax,Real Madrid,0,3,Group D,0-3,(0-2),CL,Champions League,2011
2011-12-07,,Dinamo Zagreb,Olympique Lyonnais,1,7,Group D,1-7,(1-1),CL,Champions League,2011
2011-09-13,20.45,Chelsea FC,Bayer Leverkusen,2,0,Group E,2-0,(0-0),CL,Champions League,2011
2011-09-13,,KRC Genk,Valencia CF,0,0,Group E,0-0,,CL,Champions League,2011
2011-09-28,20.45,Bayer Leverkusen,KRC Genk,2,0,Group E,2-0,(1-0),CL,Champions League,2011
2011-09-28,,Valencia CF,Chelsea FC,1,1,Group E,1-1,(0-0),CL,Champions League,2011
2011-10-19,20.45,Bayer Leverkusen,Valencia CF,2,1,Group E,2-1,(0-1),CL,Champions League,2011
2011-10-19,,Chelsea FC,KRC Genk,5,0,Group E,5-0,(4-0),CL,Champions League,2011
2011-11-01,20.45,KRC Genk,Chelsea FC,1,1,Group E,1-1,(0-1),CL,Champions League,2011
2011-11-01,,Valencia CF,Bayer Leverkusen,3,1,Group E,3-1,(1-1),CL,Champions League,2011
2011-11-23,20.45,Bayer Leverkusen,Chelsea FC,2,1,Group E,2-1,(0-0),CL,Champions League,2011
2011-11-23,,Valencia CF,KRC Genk,7,0,Group E,7-0,(4-0),CL,Champions League,2011
2011-12-06,20.45,Chelsea FC,Valencia CF,3,0,Group E,3-0,(2-0),CL,Champions League,2011
2011-12-06,,KRC Genk,Bayer Leverkusen,1,1,Group E,1-1,(1-0),CL,Champions League,2011
