date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2020-10-21,18.55,RB Salzburg,Lokomotiv Moskva,2,2,Group A,2-2,(1-1),CL,Champions League,2020
2020-10-21,21.00,Bayern München,Atlético Madrid,4,0,Group A,4-0,(2-0),CL,Champions League,2020
2020-10-27,18.55,Lokomotiv Moskva,Bayern München,1,2,Group A,1-2,(0-1),CL,Champions League,2020
2020-10-27,21.00,Atlético Madrid,RB Salzburg,3,2,Group A,3-2,(1-1),CL,Champions League,2020
2020-11-03,18.55,Lokomotiv Moskva,Atlético Madrid,1,1,Group A,1-1,(1-1),CL,Champions League,2020
2020-11-03,21.00,RB Salzburg,Bayern München,2,6,Group A,2-6,(1-2),CL,Champions League,2020
2020-11-25,21.00,Atlético Madrid,Lokomotiv Moskva,0,0,Group A,0-0,,CL,Champions League,2020
2020-11-25,,Bayern München,RB Salzburg,3,1,Group A,3-1,(1-0),CL,Champions League,2020
2020-12-01,18.55,Lokomotiv Moskva,RB Salzburg,1,3,Group A,1-3,(0-2),CL,Champions League,2020
2020-12-01,21.00,Atlético Madrid,Bayern München,1,1,Group A,1-1,(1-0),CL,Champions League,2020
2020-12-09,21.00,Bayern München,Lokomotiv Moskva,2,0,Group A,2-0,(0-0),CL,Champions League,2020
2020-12-09,,RB Salzburg,Atlético Madrid,0,2,Group A,0-2,(0-1),CL,Champions League,2020
2020-10-21,18.55,Real Madrid,Shakhtar Donetsk,2,3,Group B,2-3,(0-3),CL,Champions League,2020
2020-10-21,21.00,Inter,Bor. Mönchengladbach,2,2,Group B,2-2,(0-0),CL,Champions League,2020
2020-10-27,18.55,Shakhtar Donetsk,Inter,0,0,Group B,0-0,,CL,Champions League,2020
2020-10-27,21.00,Bor. Mönchengladbach,Real Madrid,2,2,Group B,2-2,(1-0),CL,Champions League,2020
2020-11-03,18.55,Shakhtar Donetsk,Bor. Mönchengladbach,0,6,Group B,0-6,(0-4),CL,Champions League,2020
2020-11-03,21.00,Real Madrid,Inter,3,2,Group B,3-2,(2-1),CL,Champions League,2020
2020-11-25,18.55,Bor. Mönchengladbach,Shakhtar Donetsk,4,0,Group B,4-0,(3-0),CL,Champions League,2020
2020-11-25,21.00,Inter,Real Madrid,0,2,Group B,0-2,(0-1),CL,Champions League,2020
2020-12-01,18.55,Shakhtar Donetsk,Real Madrid,2,0,Group B,2-0,(0-0),CL,Champions League,2020
2020-12-01,21.00,Bor. Mönchengladbach,Inter,2,3,Group B,2-3,(1-1),CL,Champions League,2020
2020-12-09,21.00,Inter,Shakhtar Donetsk,0,0,Group B,0-0,,CL,Champions League,2020
2020-12-09,,Real Madrid,Bor. Mönchengladbach,2,0,Group B,2-0,(2-0),CL,Champions League,2020
2020-10-21,21.00,Manchester City,FC Porto,3,1,Group C,3-1,(1-1),CL,Champions League,2020
2020-10-21,,Olympiakos Piraeus,Olympique Marseille,1,0,Group C,1-0,(0-0),CL,Champions League,2020
2020-10-27,21.00,FC Porto,Olympiakos Piraeus,2,0,Group C,2-0,(1-0),CL,Champions League,2020
2020-10-27,,Olympique Marseille,Manchester City,0,3,Group C,0-3,(0-1),CL,Champions League,2020
2020-11-03,21.00,FC Porto,Olympique Marseille,3,0,Group C,3-0,(2-0),CL,Champions League,2020
2020-11-03,,Manchester City,Olympiakos Piraeus,3,0,Group C,3-0,(1-0),CL,Champions League,2020
2020-11-25,18.55,Olympiakos Piraeus,Manchester City,0,1,Group C,0-1,(0-1),CL,Champions League,2020
2020-11-25,21.00,Olympique Marseille,FC Porto,0,2,Group C,0-2,(0-1),CL,Champions League,2020
2020-12-01,21.00,FC Porto,Manchester City,0,0,Group C,0-0,,CL,Champions League,2020
2020-12-01,,Olympique Marseille,Olympiakos Piraeus,2,1,Group C,2-1,(0-1),CL,Champions League,2020
2020-12-09,21.00,Manchester City,Olympique Marseille,3,0,Group C,3-0,(0-0),CL,Champions League,2020
2020-12-09,,Olympiakos Piraeus,FC Porto,0,2,Group C,0-2,(0-1),CL,Champions League,2020
2020-10-21,21.00,AFC Ajax,Liverpool FC,0,1,Group D,0-1,(0-1),CL,Champions League,2020
2020-10-21,,FC Midtjylland,Atalanta,0,4,Group D,0-4,(0-3),CL,Champions League,2020
2020-10-27,21.00,Atalanta,AFC Ajax,2,2,Group D,2-2,(0-2),CL,Champions League,2020
2020-10-27,,Liverpool FC,FC Midtjylland,2,0,Group D,2-0,(0-0),CL,Champions League,2020
2020-11-03,21.00,Atalanta,Liverpool FC,0,5,Group D,0-5,(0-2),CL,Champions League,2020
2020-11-03,,FC Midtjylland,AFC Ajax,1,2,Group D,1-2,(1-2),CL,Champions League,2020
2020-11-25,21.00,AFC Ajax,FC Midtjylland,3,1,Group D,3-1,(0-0),CL,Champions League,2020
2020-11-25,,Liverpool FC,Atalanta,0,2,Group D,0-2,(0-0),CL,Champions League,2020
2020-12-01,21.00,Atalanta,FC Midtjylland,1,1,Group D,1-1,(0-1),CL,Champions League,2020
2020-12-01,,Liverpool FC,AFC Ajax,1,0,Group D,1-0,(0-0),CL,Champions League,2020
2020-12-09,18.55,AFC Ajax,Atalanta,0,1,Group D,0-1,(0-0),CL,Champions League,2020
2020-12-09,,FC Midtjylland,Liverpool FC,1,1,Group D,1-1,(0-1),CL,Champions League,2020
2020-10-20,21.00,Chelsea FC,Sevilla FC,0,0,Group E,0-0,,CL,Champions League,2020
2020-10-20,,Stade Rennais,FK Krasnodar,1,1,Group E,1-1,(0-0),CL,Champions League,2020
2020-10-28,18.55,FK Krasnodar,Chelsea FC,0,4,Group E,0-4,(0-1),CL,Champions League,2020
2020-10-28,21.00,Sevilla FC,Stade Rennais,1,0,Group E,1-0,(0-0),CL,Champions League,2020
2020-11-04,21.00,Chelsea FC,Stade Rennais,3,0,Group E,3-0,(2-0),CL,Champions League,2020
2020-11-04,,Sevilla FC,FK Krasnodar,3,2,Group E,3-2,(1-2),CL,Champions League,2020
2020-11-24,18.55,Stade Rennais,Chelsea FC,1,2,Group E,1-2,(0-1),CL,Champions League,2020
2020-11-24,,FK Krasnodar,Sevilla FC,1,2,Group E,1-2,(0-1),CL,Champions League,2020
2020-12-02,18.55,FK Krasnodar,Stade Rennais,1,0,Group E,1-0,(0-0),CL,Champions League,2020
2020-12-02,21.00,Sevilla FC,Chelsea FC,0,4,Group E,0-4,(0-1),CL,Champions League,2020
2020-12-08,21.00,Chelsea FC,FK Krasnodar,1,1,Group E,1-1,(1-1),CL,Champions League,2020
2020-12-08,,Stade Rennais,Sevilla FC,1,3,Group E,1-3,(0-2),CL,Champions League,2020
2020-10-20,18.55,Zenit St. Petersburg,Club Brugge KV,1,2,Group F,1-2,(0-0),CL,Champions League,2020
2020-10-20,21.00,Lazio Roma,Borussia Dortmund,3,1,Group F,3-1,(2-0),CL,Champions League,2020
2020-10-28,21.00,Borussia Dortmund,Zenit St. Petersburg,2,0,Group F,2-0,(0-0),CL,Champions League,2020
