date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2014-09-30,20.45,APOEL Nikosia,AFC Ajax,1,1,Group F,1-1,(1-1),CL,Champions League,2014
2014-09-30,,Paris Saint-Germain,FC Barcelona,3,2,Group F,3-2,(2-1),CL,Champions League,2014
2014-10-21,20.45,FC Barcelona,AFC Ajax,3,1,Group F,3-1,(2-0),CL,Champions League,2014
2014-10-21,,APOEL Nikosia,Paris Saint-Germain,0,1,Group F,0-1,(0-0),CL,Champions League,2014
2014-11-05,20.45,AFC Ajax,FC Barcelona,0,2,Group F,0-2,(0-1),CL,Champions League,2014
2014-11-05,,Paris Saint-Germain,APOEL Nikosia,1,0,Group F,1-0,(1-0),CL,Champions League,2014
2014-11-25,20.45,Paris Saint-Germain,AFC Ajax,3,1,Group F,3-1,(1-0),CL,Champions League,2014
2014-11-25,,APOEL Nikosia,FC Barcelona,0,4,Group F,0-4,(0-2),CL,Champions League,2014
2014-12-10,20.45,AFC Ajax,APOEL Nikosia,4,0,Group F,4-0,(1-0),CL,Champions League,2014
2014-12-10,,FC Barcelona,Paris Saint-Germain,3,1,Group F,3-1,(2-1),CL,Champions League,2014
2014-09-17,20.45,Chelsea FC,FC Schalke 04,1,1,Group G,1-1,(1-0),CL,Champions League,2014
2014-09-17,,NK Maribor,Sporting CP,1,1,Group G,1-1,(0-0),CL,Champions League,2014
2014-09-30,20.45,Sporting CP,Chelsea FC,0,1,Group G,0-1,(0-1),CL,Champions League,2014
2014-09-30,,FC Schalke 04,NK Maribor,1,1,Group G,1-1,(0-1),CL,Champions League,2014
2014-10-21,20.45,Chelsea FC,NK Maribor,6,0,Group G,6-0,(3-0),CL,Champions League,2014
2014-10-21,,FC Schalke 04,Sporting CP,4,3,Group G,4-3,(1-1),CL,Champions League,2014
2014-11-05,20.45,NK Maribor,Chelsea FC,1,1,Group G,1-1,(0-0),CL,Champions League,2014
2014-11-05,,Sporting CP,FC Schalke 04,4,2,Group G,4-2,(1-1),CL,Champions League,2014
2014-11-25,20.45,FC Schalke 04,Chelsea FC,0,5,Group G,0-5,(0-3),CL,Champions League,2014
2014-11-25,,Sporting CP,NK Maribor,3,1,Group G,3-1,(2-1),CL,Champions League,2014
2014-12-10,20.45,Chelsea FC,Sporting CP,3,1,Group G,3-1,(2-0),CL,Champions League,2014
2014-12-10,,NK Maribor,FC Schalke 04,0,1,Group G,0-1,(0-0),CL,Champions League,2014
2014-09-17,20.45,Athletic Club,Shakhtar Donetsk,0,0,Group H,0-0,,CL,Champions League,2014
2014-09-17,,FC Porto,BATE Borisov,6,0,Group H,6-0,(3-0),CL,Champions League,2014
2014-09-30,20.45,BATE Borisov,Athletic Club,2,1,Group H,2-1,(2-1),CL,Champions League,2014
2014-09-30,,Shakhtar Donetsk,FC Porto,2,2,Group H,2-2,(0-0),CL,Champions League,2014
2014-10-21,20.45,FC Porto,Athletic Club,2,1,Group H,2-1,(1-0),CL,Champions League,2014
2014-10-21,,BATE Borisov,Shakhtar Donetsk,0,7,Group H,0-7,(0-6),CL,Champions League,2014
2014-11-05,20.45,Athletic Club,FC Porto,0,2,Group H,0-2,(0-0),CL,Champions League,2014
2014-11-05,,Shakhtar Donetsk,BATE Borisov,5,0,Group H,5-0,(1-0),CL,Champions League,2014
2014-11-25,18.00,BATE Borisov,FC Porto,0,3,Group H,0-3,(0-0),CL,Champions League,2014
2014-11-25,20.45,Shakhtar Donetsk,Athletic Club,0,1,Group H,0-1,(0-0),CL,Champions League,2014
2014-12-10,20.45,Athletic Club,BATE Borisov,2,0,Group H,2-0,(0-0),CL,Champions League,2014
2014-12-10,,FC Porto,Shakhtar Donetsk,1,1,Group H,1-1,(0-0),CL,Champions League,2014
2015-02-17,20.45,Paris Saint-Germain,Chelsea FC,1,1,Round of 16,1-1,(0-1),CL,Champions League,2014
2015-02-17,,Shakhtar Donetsk,Bayern München,0,0,Round of 16,0-0,,CL,Champions League,2014
2015-02-18,20.45,FC Schalke 04,Real Madrid,0,2,Round of 16,0-2,(0-1),CL,Champions League,2014
2015-02-18,,FC Basel 1893,FC Porto,1,1,Round of 16,1-1,(1-0),CL,Champions League,2014
2015-02-24,20.45,Manchester City,FC Barcelona,1,2,Round of 16,1-2,(0-2),CL,Champions League,2014
2015-02-24,,Juventus,Borussia Dortmund,2,1,Round of 16,2-1,(2-1),CL,Champions League,2014
2015-02-25,20.45,Bayer Leverkusen,Atlético Madrid,1,0,Round of 16,1-0,(0-0),CL,Champions League,2014
2015-02-25,,Arsenal FC,AS Monaco,1,3,Round of 16,1-3,(0-1),CL,Champions League,2014
2015-03-10,20.45,Real Madrid,FC Schalke 04,3,4,Round of 16,3-4,(2-2),CL,Champions League,2014
2015-03-10,,FC Porto,FC Basel 1893,4,0,Round of 16,4-0,(1-0),CL,Champions League,2014
2015-03-11,20.45,Chelsea FC,Paris Saint-Germain,2,2,Round of 16,2-2,"a.e.t. (1-1, 0-0)",CL,Champions League,2014
2015-03-11,,Bayern München,Shakhtar Donetsk,7,0,Round of 16,7-0,(2-0),CL,Champions League,2014
2015-03-17,20.45,Atlético Madrid,Bayer Leverkusen,3,2,Round of 16,3-2 pen.,"1-0 a.e.t. (1-0, 1-0)",CL,Champions League,2014
2015-03-17,,AS Monaco,Arsenal FC,0,2,Round of 16,0-2,(0-1),CL,Champions League,2014
2015-03-18,20.45,FC Barcelona,Manchester City,1,0,Round of 16,1-0,(1-0),CL,Champions League,2014
2015-03-18,,Borussia Dortmund,Juventus,0,3,Round of 16,0-3,(0-1),CL,Champions League,2014
2015-04-14,20.45,Atlético Madrid,Real Madrid,0,0,Quarterfinals,0-0,,CL,Champions League,2014
2015-04-14,,Juventus,AS Monaco,1,0,Quarterfinals,1-0,(0-0),CL,Champions League,2014
2015-04-15,20.45,Paris Saint-Germain,FC Barcelona,1,3,Quarterfinals,1-3,(0-1),CL,Champions League,2014
2015-04-15,,FC Porto,Bayern München,3,1,Quarterfinals,3-1,(2-1),CL,Champions League,2014
2015-04-21,20.45,FC Barcelona,Paris Saint-Germain,2,0,Quarterfinals,2-0,(2-0),CL,Champions League,2014
2015-04-21,,Bayern München,FC Porto,6,1,Quarterfinals,6-1,(5-0),CL,Champions League,2014
2015-04-22,20.45,Real Madrid,Atlético Madrid,1,0,Quarterfinals,1-0,(0-0),CL,Champions League,2014
2015-04-22,,AS Monaco,Juventus,0,0,Quarterfinals,0-0,,CL,Champions League,2014
2015-05-05,20.45,Juventus,Real Madrid,2,1,Semifinals,2-1,(1-1),CL,Champions League,2014
2015-05-06,20.45,FC Barcelona,Bayern München,3,0,Semifinals,3-0,(0-0),CL,Champions League,2014
2015-05-12,20.45,Bayern München,FC Barcelona,3,2,Semifinals,3-2,(1-2),CL,Champions League,2014
2015-05-13,20.45,Real Madrid,Juventus,1,1,Semifinals,1-1,(1-0),CL,Champions League,2014
2015-06-06,20.45,Juventus,FC Barcelona,1,3,Final,1-3,(0-1),CL,Champions League,2014
