date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2013-10-01,20.45,Borussia Dortmund,Olympique Marseille,3,0,Group F,3-0,(1-0),CL,Champions League,2013
2013-10-01,,Arsenal FC,SSC Napoli,2,0,Group F,2-0,(2-0),CL,Champions League,2013
2013-10-22,20.45,Arsenal FC,Borussia Dortmund,1,2,Group F,1-2,(1-1),CL,Champions League,2013
2013-10-22,,Olympique Marseille,SSC Napoli,1,2,Group F,1-2,(0-1),CL,Champions League,2013
2013-11-06,20.45,Borussia Dortmund,Arsenal FC,0,1,Group F,0-1,(0-0),CL,Champions League,2013
2013-11-06,,SSC Napoli,Olympique Marseille,3,2,Group F,3-2,(2-1),CL,Champions League,2013
2013-11-26,20.45,Arsenal FC,Olympique Marseille,2,0,Group F,2-0,(1-0),CL,Champions League,2013
2013-11-26,,Borussia Dortmund,SSC Napoli,3,1,Group F,3-1,(1-0),CL,Champions League,2013
2013-12-11,20.45,Olympique Marseille,Borussia Dortmund,1,2,Group F,1-2,(1-1),CL,Champions League,2013
2013-12-11,,SSC Napoli,Arsenal FC,2,0,Group F,2-0,(0-0),CL,Champions League,2013
2013-09-18,20.45,Atlético Madrid,Zenit St. Petersburg,3,1,Group G,3-1,(1-0),CL,Champions League,2013
2013-09-18,,Austria Wien,FC Porto,0,1,Group G,0-1,(0-0),CL,Champions League,2013
2013-10-01,18.00,Zenit St. Petersburg,Austria Wien,0,0,Group G,0-0,,CL,Champions League,2013
2013-10-01,20.45,FC Porto,Atlético Madrid,1,2,Group G,1-2,(1-0),CL,Champions League,2013
2013-10-22,20.45,FC Porto,Zenit St. Petersburg,0,1,Group G,0-1,(0-0),CL,Champions League,2013
2013-10-22,,Austria Wien,Atlético Madrid,0,3,Group G,0-3,(0-2),CL,Champions League,2013
2013-11-06,18.00,Zenit St. Petersburg,FC Porto,1,1,Group G,1-1,(1-1),CL,Champions League,2013
2013-11-06,20.45,Atlético Madrid,Austria Wien,4,0,Group G,4-0,(3-0),CL,Champions League,2013
2013-11-26,18.00,Zenit St. Petersburg,Atlético Madrid,1,1,Group G,1-1,(0-0),CL,Champions League,2013
2013-11-26,20.45,FC Porto,Austria Wien,1,1,Group G,1-1,(0-1),CL,Champions League,2013
2013-12-11,20.45,Atlético Madrid,FC Porto,2,0,Group G,2-0,(2-0),CL,Champions League,2013
2013-12-11,,Austria Wien,Zenit St. Petersburg,4,1,Group G,4-1,(1-1),CL,Champions League,2013
2013-09-18,20.45,FC Barcelona,AFC Ajax,4,0,Group H,4-0,(1-0),CL,Champions League,2013
2013-09-18,,AC Milan,Celtic FC,2,0,Group H,2-0,(0-0),CL,Champions League,2013
2013-10-01,20.45,AFC Ajax,AC Milan,1,1,Group H,1-1,(0-0),CL,Champions League,2013
2013-10-01,,Celtic FC,FC Barcelona,0,1,Group H,0-1,(0-0),CL,Champions League,2013
2013-10-22,20.45,AC Milan,FC Barcelona,1,1,Group H,1-1,(1-1),CL,Champions League,2013
2013-10-22,,Celtic FC,AFC Ajax,2,1,Group H,2-1,(1-0),CL,Champions League,2013
2013-11-06,20.45,FC Barcelona,AC Milan,3,1,Group H,3-1,(2-1),CL,Champions League,2013
2013-11-06,,AFC Ajax,Celtic FC,1,0,Group H,1-0,(0-0),CL,Champions League,2013
2013-11-26,20.45,AFC Ajax,FC Barcelona,2,1,Group H,2-1,(2-0),CL,Champions League,2013
2013-11-26,,Celtic FC,AC Milan,0,3,Group H,0-3,(0-1),CL,Champions League,2013
2013-12-11,20.45,AC Milan,AFC Ajax,0,0,Group H,0-0,,CL,Champions League,2013
2013-12-11,,FC Barcelona,Celtic FC,6,1,Group H,6-1,(3-0),CL,Champions League,2013
2014-02-18,20.45,Manchester City,FC Barcelona,0,2,Round of 16,0-2,(0-0),CL,Champions League,2013
2014-02-18,,Bayer Leverkusen,Paris Saint-Germain,0,4,Round of 16,0-4,(0-3),CL,Champions League,2013
2014-02-19,20.45,AC Milan,Atlético Madrid,0,1,Round of 16,0-1,(0-0),CL,Champions League,2013
2014-02-19,,Arsenal FC,Bayern München,0,2,Round of 16,0-2,(0-0),CL,Champions League,2013
2014-02-25,18.00,Zenit St. Petersburg,Borussia Dortmund,2,4,Round of 16,2-4,(0-2),CL,Champions League,2013
2014-02-25,20.45,Olympiakos Piraeus,Manchester United,2,0,Round of 16,2-0,(1-0),CL,Champions League,2013
2014-02-26,20.45,Galatasaray,Chelsea FC,1,1,Round of 16,1-1,(0-1),CL,Champions League,2013
2014-02-26,,FC Schalke 04,Real Madrid,1,6,Round of 16,1-6,(0-2),CL,Champions League,2013
2014-03-11,20.45,Atlético Madrid,AC Milan,4,1,Round of 16,4-1,(2-1),CL,Champions League,2013
2014-03-11,,Bayern München,Arsenal FC,1,1,Round of 16,1-1,(0-0),CL,Champions League,2013
2014-03-12,20.45,FC Barcelona,Manchester City,2,1,Round of 16,2-1,(0-0),CL,Champions League,2013
2014-03-12,,Paris Saint-Germain,Bayer Leverkusen,2,1,Round of 16,2-1,(1-1),CL,Champions League,2013
2014-03-18,20.45,Chelsea FC,Galatasaray,2,0,Round of 16,2-0,(2-0),CL,Champions League,2013
2014-03-18,,Real Madrid,FC Schalke 04,3,1,Round of 16,3-1,(1-1),CL,Champions League,2013
2014-03-19,20.45,Manchester United,Olympiakos Piraeus,3,0,Round of 16,3-0,(2-0),CL,Champions League,2013
2014-03-19,,Borussia Dortmund,Zenit St. Petersburg,1,2,Round of 16,1-2,(1-1),CL,Champions League,2013
2014-04-01,20.45,FC Barcelona,Atlético Madrid,1,1,Quarterfinals,1-1,(0-0),CL,Champions League,2013
2014-04-01,,Manchester United,Bayern München,1,1,Quarterfinals,1-1,(0-0),CL,Champions League,2013
2014-04-02,20.45,Real Madrid,Borussia Dortmund,3,0,Quarterfinals,3-0,(2-0),CL,Champions League,2013
2014-04-02,,Paris Saint-Germain,Chelsea FC,3,1,Quarterfinals,3-1,(1-1),CL,Champions League,2013
2014-04-08,20.45,Borussia Dortmund,Real Madrid,2,0,Quarterfinals,2-0,(2-0),CL,Champions League,2013
2014-04-08,,Chelsea FC,Paris Saint-Germain,2,0,Quarterfinals,2-0,(1-0),CL,Champions League,2013
2014-04-09,20.45,Atlético Madrid,FC Barcelona,1,0,Quarterfinals,1-0,(1-0),CL,Champions League,2013
2014-04-09,,Bayern München,Manchester United,3,1,Quarterfinals,3-1,(0-0),CL,Champions League,2013
2014-04-22,20.45,Atlético Madrid,Chelsea FC,0,0,Semifinals,0-0,,CL,Champions League,2013
2014-04-23,20.45,Real Madrid,Bayern München,1,0,Semifinals,1-0,(1-0),CL,Champions League,2013
2014-04-29,20.45,Bayern München,Real Madrid,0,4,Semifinals,0-4,(0-3),CL,Champions League,2013
2014-04-30,20.45,Chelsea FC,Atlético Madrid,1,3,Semifinals,1-3,(1-1),CL,Champions League,2013
2014-05-24,20.45,Real Madrid,Atlético Madrid,4,1,Final,4-1,"a.e.t. (1-1, 0-1)",CL,Champions League,2013
