date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2015-09-15,20.45,Real Madrid,Shakhtar Donetsk,4,0,Group A,4-0,(1-0),CL,Champions League,2015
2015-09-15,,Paris Saint-Germain,Malmö FF,2,0,Group A,2-0,(1-0),CL,Champions League,2015
2015-09-30,20.45,Malmö FF,Real Madrid,0,2,Group A,0-2,(0-1),CL,Champions League,2015
2015-09-30,,Shakhtar Donetsk,Paris Saint-Germain,0,3,Group A,0-3,(0-2),CL,Champions League,2015
2015-10-21,20.45,Paris Saint-Germain,Real Madrid,0,0,Group A,0-0,,CL,Champions League,2015
2015-10-21,,Malmö FF,Shakhtar Donetsk,1,0,Group A,1-0,(1-0),CL,Champions League,2015
2015-11-03,20.45,Real Madrid,Paris Saint-Germain,1,0,Group A,1-0,(1-0),CL,Champions League,2015
2015-11-03,,Shakhtar Donetsk,Malmö FF,4,0,Group A,4-0,(1-0),CL,Champions League,2015
2015-11-25,20.45,Malmö FF,Paris Saint-Germain,0,5,Group A,0-5,(0-2),CL,Champions League,2015
2015-11-25,,Shakhtar Donetsk,Real Madrid,3,4,Group A,3-4,(0-1),CL,Champions League,2015
2015-12-08,20.45,Paris Saint-Germain,Shakhtar Donetsk,2,0,Group A,2-0,(0-0),CL,Champions League,2015
2015-12-08,,Real Madrid,Malmö FF,8,0,Group A,8-0,(3-0),CL,Champions League,2015
2015-09-15,20.45,VfL Wolfsburg,CSKA Moskva,1,0,Group B,1-0,(1-0),CL,Champions League,2015
2015-09-15,,PSV Eindhoven,Manchester United,2,1,Group B,2-1,(1-1),CL,Champions League,2015
2015-09-30,20.45,CSKA Moskva,PSV Eindhoven,3,2,Group B,3-2,(3-0),CL,Champions League,2015
2015-09-30,,Manchester United,VfL Wolfsburg,2,1,Group B,2-1,(1-1),CL,Champions League,2015
2015-10-21,20.45,CSKA Moskva,Manchester United,1,1,Group B,1-1,(1-0),CL,Champions League,2015
2015-10-21,,VfL Wolfsburg,PSV Eindhoven,2,0,Group B,2-0,(0-0),CL,Champions League,2015
2015-11-03,20.45,PSV Eindhoven,VfL Wolfsburg,2,0,Group B,2-0,(0-0),CL,Champions League,2015
2015-11-03,,Manchester United,CSKA Moskva,1,0,Group B,1-0,(0-0),CL,Champions League,2015
2015-11-25,18.00,CSKA Moskva,VfL Wolfsburg,0,2,Group B,0-2,(0-0),CL,Champions League,2015
2015-11-25,20.45,Manchester United,PSV Eindhoven,0,0,Group B,0-0,,CL,Champions League,2015
2015-12-08,20.45,VfL Wolfsburg,Manchester United,3,2,Group B,3-2,(2-1),CL,Champions League,2015
2015-12-08,,PSV Eindhoven,CSKA Moskva,2,1,Group B,2-1,(0-0),CL,Champions League,2015
2015-09-15,20.45,SL Benfica,FK Astana,2,0,Group C,2-0,(0-0),CL,Champions League,2015
2015-09-15,,Galatasaray,Atlético Madrid,0,2,Group C,0-2,(0-2),CL,Champions League,2015
2015-09-30,18.00,FK Astana,Galatasaray,2,2,Group C,2-2,(0-1),CL,Champions League,2015
2015-09-30,20.45,Atlético Madrid,SL Benfica,1,2,Group C,1-2,(1-1),CL,Champions League,2015
2015-10-21,20.45,Galatasaray,SL Benfica,2,1,Group C,2-1,(2-1),CL,Champions League,2015
2015-10-21,,Atlético Madrid,FK Astana,4,0,Group C,4-0,(2-0),CL,Champions League,2015
2015-11-03,16.00,FK Astana,Atlético Madrid,0,0,Group C,0-0,,CL,Champions League,2015
2015-11-03,20.45,SL Benfica,Galatasaray,2,1,Group C,2-1,(0-0),CL,Champions League,2015
2015-11-25,16.00,FK Astana,SL Benfica,2,2,Group C,2-2,(2-1),CL,Champions League,2015
2015-11-25,20.45,Atlético Madrid,Galatasaray,2,0,Group C,2-0,(1-0),CL,Champions League,2015
2015-12-08,20.45,Galatasaray,FK Astana,1,1,Group C,1-1,(0-0),CL,Champions League,2015
2015-12-08,,SL Benfica,Atlético Madrid,1,2,Group C,1-2,(0-1),CL,Champions League,2015
2015-09-15,20.45,Sevilla FC,Bor. Mönchengladbach,3,0,Group D,3-0,(0-0),CL,Champions League,2015
2015-09-15,,Manchester City,Juventus,1,2,Group D,1-2,(0-0),CL,Champions League,2015
2015-09-30,20.45,Juventus,Sevilla FC,2,0,Group D,2-0,(1-0),CL,Champions League,2015
2015-09-30,,Bor. Mönchengladbach,Manchester City,1,2,Group D,1-2,(0-0),CL,Champions League,2015
2015-10-21,20.45,Manchester City,Sevilla FC,2,1,Group D,2-1,(1-1),CL,Champions League,2015
2015-10-21,,Juventus,Bor. Mönchengladbach,0,0,Group D,0-0,,CL,Champions League,2015
2015-11-03,20.45,Bor. Mönchengladbach,Juventus,1,1,Group D,1-1,(1-1),CL,Champions League,2015
2015-11-03,,Sevilla FC,Manchester City,1,3,Group D,1-3,(1-3),CL,Champions League,2015
2015-11-25,20.45,Juventus,Manchester City,1,0,Group D,1-0,(1-0),CL,Champions League,2015
2015-11-25,,Bor. Mönchengladbach,Sevilla FC,4,2,Group D,4-2,(1-0),CL,Champions League,2015
2015-12-08,20.45,Manchester City,Bor. Mönchengladbach,4,2,Group D,4-2,(1-2),CL,Champions League,2015
2015-12-08,,Sevilla FC,Juventus,1,0,Group D,1-0,(0-0),CL,Champions League,2015
2015-09-16,20.45,AS Roma,FC Barcelona,1,1,Group E,1-1,(1-1),CL,Champions League,2015
2015-09-16,,Bayer Leverkusen,BATE Borisov,4,1,Group E,4-1,(1-1),CL,Champions League,2015
2015-09-29,20.45,FC Barcelona,Bayer Leverkusen,2,1,Group E,2-1,(0-1),CL,Champions League,2015
2015-09-29,,BATE Borisov,AS Roma,3,2,Group E,3-2,(3-0),CL,Champions League,2015
2015-10-20,20.45,BATE Borisov,FC Barcelona,0,2,Group E,0-2,(0-0),CL,Champions League,2015
2015-10-20,,Bayer Leverkusen,AS Roma,4,4,Group E,4-4,(2-2),CL,Champions League,2015
2015-11-04,20.45,AS Roma,Bayer Leverkusen,3,2,Group E,3-2,(2-0),CL,Champions League,2015
2015-11-04,,FC Barcelona,BATE Borisov,3,0,Group E,3-0,(1-0),CL,Champions League,2015
