date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2024-11-05,,Bologna FC 1909,AS Monaco FC,0,1,"League, Matchday 4",0-1,(0-0),CL,Champions League,2024
2024-11-05,,Borussia Dortmund,SK Sturm Graz,1,0,"League, Matchday 4",1-0,(0-0),CL,Champions League,2024
2024-11-05,,Liverpool FC,Bayer 04 Leverkusen,4,0,"League, Matchday 4",4-0,(0-0),CL,Champions League,2024
2024-11-05,,Real Madrid CF,AC Milan,1,3,"League, Matchday 4",1-3,(1-2),CL,Champions League,2024
2024-11-05,,Celtic FC,RB Leipzig,3,1,"League, Matchday 4",3-1,(2-1),CL,Champions League,2024
2024-11-05,,Lille OSC,Juventus FC,1,1,"League, Matchday 4",1-1,(1-0),CL,Champions League,2024
2024-11-06,18.45,Club Brugge KV,Aston Villa FC,1,0,"League, Matchday 4",1-0,(0-0),CL,Champions League,2024
2024-11-06,,FK Shakhtar Donetsk,BSC Young Boys,2,1,"League, Matchday 4",2-1,(2-1),CL,Champions League,2024
2024-11-06,21.00,AC Sparta Praha,Stade Brestois 29,1,2,"League, Matchday 4",1-2,(0-1),CL,Champions League,2024
2024-11-06,,VfB Stuttgart,Atalanta BC,0,2,"League, Matchday 4",0-2,(0-0),CL,Champions League,2024
2024-11-06,,FC Internazionale Milano,Arsenal FC,1,0,"League, Matchday 4",1-0,(1-0),CL,Champions League,2024
2024-11-06,,Paris Saint-Germain FC,Club Atlético de Madrid,1,2,"League, Matchday 4",1-2,(1-1),CL,Champions League,2024
2024-11-06,,Feyenoord Rotterdam,FC Red Bull Salzburg,1,3,"League, Matchday 4",1-3,(0-1),CL,Champions League,2024
2024-11-06,,FK Crvena Zvezda,FC Barcelona,2,5,"League, Matchday 4",2-5,(1-2),CL,Champions League,2024
2024-11-06,21.15,FC Bayern München,Sport Lisboa e Benfica,1,0,"League, Matchday 4",1-0,(0-0),CL,Champions League,2024
2024-11-26,18.45,ŠK Slovan Bratislava,AC Milan,2,3,"League, Matchday 5",2-3,(1-1),CL,Champions League,2024
2024-11-26,,AC Sparta Praha,Club Atlético de Madrid,0,6,"League, Matchday 5",0-6,(0-2),CL,Champions League,2024
2024-11-26,21.00,Sporting Clube de Portugal,Arsenal FC,1,5,"League, Matchday 5",1-5,(0-3),CL,Champions League,2024
2024-11-26,,BSC Young Boys,Atalanta BC,1,6,"League, Matchday 5",1-6,(1-4),CL,Champions League,2024
2024-11-26,,FC Bayern München,Paris Saint-Germain FC,1,0,"League, Matchday 5",1-0,(1-0),CL,Champions League,2024
2024-11-26,,FC Barcelona,Stade Brestois 29,3,0,"League, Matchday 5",3-0,(1-0),CL,Champions League,2024
2024-11-26,,FC Internazionale Milano,RB Leipzig,1,0,"League, Matchday 5",1-0,(1-0),CL,Champions League,2024
2024-11-26,,Manchester City FC,Feyenoord Rotterdam,3,3,"League, Matchday 5",3-3,(1-0),CL,Champions League,2024
2024-11-26,,Bayer 04 Leverkusen,FC Red Bull Salzburg,5,0,"League, Matchday 5",5-0,(3-0),CL,Champions League,2024
2024-11-27,18.45,SK Sturm Graz,Girona FC,1,0,"League, Matchday 5",1-0,(0-0),CL,Champions League,2024
2024-11-27,,FK Crvena Zvezda,VfB Stuttgart,5,1,"League, Matchday 5",5-1,(2-1),CL,Champions League,2024
2024-11-27,21.00,AS Monaco FC,Sport Lisboa e Benfica,2,3,"League, Matchday 5",2-3,(1-0),CL,Champions League,2024
2024-11-27,,Aston Villa FC,Juventus FC,0,0,"League, Matchday 5",0-0,,CL,Champions League,2024
2024-11-27,,Bologna FC 1909,Lille OSC,1,2,"League, Matchday 5",1-2,(0-1),CL,Champions League,2024
2024-11-27,,Liverpool FC,Real Madrid CF,2,0,"League, Matchday 5",2-0,(0-0),CL,Champions League,2024
2024-11-27,,Celtic FC,Club Brugge KV,1,1,"League, Matchday 5",1-1,(0-1),CL,Champions League,2024
2024-11-27,,GNK Dinamo Zagreb,Borussia Dortmund,0,3,"League, Matchday 5",0-3,(0-1),CL,Champions League,2024
2024-11-27,,PSV,FK Shakhtar Donetsk,3,2,"League, Matchday 5",3-2,(0-2),CL,Champions League,2024
2024-12-10,18.45,Girona FC,Liverpool FC,0,1,"League, Matchday 6",0-1,(0-0),CL,Champions League,2024
2024-12-10,,GNK Dinamo Zagreb,Celtic FC,0,0,"League, Matchday 6",0-0,,CL,Champions League,2024
2024-12-10,21.00,Stade Brestois 29,PSV,1,0,"League, Matchday 6",1-0,(1-0),CL,Champions League,2024
2024-12-10,,RB Leipzig,Aston Villa FC,2,3,"League, Matchday 6",2-3,(1-1),CL,Champions League,2024
2024-12-10,,Atalanta BC,Real Madrid CF,2,3,"League, Matchday 6",2-3,(1-1),CL,Champions League,2024
2024-12-10,,Bayer 04 Leverkusen,FC Internazionale Milano,1,0,"League, Matchday 6",1-0,(0-0),CL,Champions League,2024
2024-12-10,,Club Brugge KV,Sporting Clube de Portugal,2,1,"League, Matchday 6",2-1,(1-1),CL,Champions League,2024
2024-12-10,,FK Shakhtar Donetsk,FC Bayern München,1,5,"League, Matchday 6",1-5,(1-2),CL,Champions League,2024
2024-12-10,,FC Red Bull Salzburg,Paris Saint-Germain FC,0,3,"League, Matchday 6",0-3,(0-1),CL,Champions League,2024
2024-12-11,18.45,Club Atlético de Madrid,ŠK Slovan Bratislava,3,1,"League, Matchday 6",3-1,(2-0),CL,Champions League,2024
2024-12-11,,Lille OSC,SK Sturm Graz,3,2,"League, Matchday 6",3-2,(2-1),CL,Champions League,2024
2024-12-11,21.00,VfB Stuttgart,BSC Young Boys,5,1,"League, Matchday 6",5-1,(1-1),CL,Champions League,2024
2024-12-11,,Borussia Dortmund,FC Barcelona,2,3,"League, Matchday 6",2-3,(0-0),CL,Champions League,2024
2024-12-11,,AC Milan,FK Crvena Zvezda,2,1,"League, Matchday 6",2-1,(1-0),CL,Champions League,2024
2024-12-11,,Sport Lisboa e Benfica,Bologna FC 1909,0,0,"League, Matchday 6",0-0,,CL,Champions League,2024
2024-12-11,,Arsenal FC,AS Monaco FC,3,0,"League, Matchday 6",3-0,(1-0),CL,Champions League,2024
2024-12-11,,Juventus FC,Manchester City FC,2,0,"League, Matchday 6",2-0,(0-0),CL,Champions League,2024
2024-12-11,,Feyenoord Rotterdam,AC Sparta Praha,4,2,"League, Matchday 6",4-2,(3-1),CL,Champions League,2024
2025-01-21,18.45,AS Monaco FC,Aston Villa FC,1,0,"League, Matchday 7",1-0,(1-0),CL,Champions League,2024
2025-01-21,,Atalanta BC,SK Sturm Graz,5,0,"League, Matchday 7",5-0,(1-0),CL,Champions League,2024
2025-01-21,21.00,Bologna FC 1909,Borussia Dortmund,2,1,"League, Matchday 7",2-1,(0-1),CL,Champions League,2024
2025-01-21,,ŠK Slovan Bratislava,VfB Stuttgart,1,3,"League, Matchday 7",1-3,(0-2),CL,Champions League,2024
2025-01-21,,Liverpool FC,Lille OSC,2,1,"League, Matchday 7",2-1,(1-0),CL,Champions League,2024
2025-01-21,,Club Atlético de Madrid,Bayer 04 Leverkusen,2,1,"League, Matchday 7",2-1,(0-1),CL,Champions League,2024
2025-01-21,,Sport Lisboa e Benfica,FC Barcelona,4,5,"League, Matchday 7",4-5,(3-1),CL,Champions League,2024
2025-01-21,,Club Brugge KV,Juventus FC,0,0,"League, Matchday 7",0-0,,CL,Champions League,2024
2025-01-21,,FK Crvena Zvezda,PSV,2,3,"League, Matchday 7",2-3,(0-3),CL,Champions League,2024
2025-01-22,18.45,RB Leipzig,Sporting Clube de Portugal,2,1,"League, Matchday 7",2-1,(1-0),CL,Champions League,2024
2025-01-22,,FK Shakhtar Donetsk,Stade Brestois 29,2,0,"League, Matchday 7",2-0,(2-0),CL,Champions League,2024
2025-01-22,21.00,AC Sparta Praha,FC Internazionale Milano,0,1,"League, Matchday 7",0-1,(0-1),CL,Champions League,2024
2025-01-22,,Paris Saint-Germain FC,Manchester City FC,4,2,"League, Matchday 7",4-2,(0-0),CL,Champions League,2024
2025-01-22,,Real Madrid CF,FC Red Bull Salzburg,5,1,"League, Matchday 7",5-1,(2-0),CL,Champions League,2024
2025-01-22,,AC Milan,Girona FC,1,0,"League, Matchday 7",1-0,(1-0),CL,Champions League,2024
2025-01-22,,Arsenal FC,GNK Dinamo Zagreb,3,0,"League, Matchday 7",3-0,(1-0),CL,Champions League,2024
2025-01-22,,Celtic FC,BSC Young Boys,1,0,"League, Matchday 7",1-0,(0-0),CL,Champions League,2024
2025-01-22,,Feyenoord Rotterdam,FC Bayern München,3,0,"League, Matchday 7",3-0,(2-0),CL,Champions League,2024
2025-01-29,21.00,Sporting Clube de Portugal,Bologna FC 1909,1,1,"League, Matchday 8",1-1,(0-1),CL,Champions League,2024
2025-01-29,,BSC Young Boys,FK Crvena Zvezda,0,1,"League, Matchday 8",0-1,(0-0),CL,Champions League,2024
2025-01-29,,Aston Villa FC,Celtic FC,4,2,"League, Matchday 8",4-2,(2-2),CL,Champions League,2024
2025-01-29,,Girona FC,Arsenal FC,1,2,"League, Matchday 8",1-2,(1-2),CL,Champions League,2024
2025-01-29,,Stade Brestois 29,Real Madrid CF,0,3,"League, Matchday 8",0-3,(0-1),CL,Champions League,2024
2025-01-29,,SK Sturm Graz,RB Leipzig,1,0,"League, Matchday 8",1-0,(1-0),CL,Champions League,2024
2025-01-29,,VfB Stuttgart,Paris Saint-Germain FC,1,4,"League, Matchday 8",1-4,(0-3),CL,Champions League,2024
2025-01-29,,FC Bayern München,ŠK Slovan Bratislava,3,1,"League, Matchday 8",3-1,(1-0),CL,Champions League,2024
2025-01-29,,Borussia Dortmund,FK Shakhtar Donetsk,3,1,"League, Matchday 8",3-1,(2-0),CL,Champions League,2024
2025-01-29,,FC Barcelona,Atalanta BC,2,2,"League, Matchday 8",2-2,(0-0),CL,Champions League,2024
2025-01-29,,FC Internazionale Milano,AS Monaco FC,3,0,"League, Matchday 8",3-0,(2-0),CL,Champions League,2024
2025-01-29,,Manchester City FC,Club Brugge KV,3,1,"League, Matchday 8",3-1,(0-1),CL,Champions League,2024
2025-01-29,,Bayer 04 Leverkusen,AC Sparta Praha,2,0,"League, Matchday 8",2-0,(1-0),CL,Champions League,2024
2025-01-29,,Juventus FC,Sport Lisboa e Benfica,0,2,"League, Matchday 8",0-2,(0-1),CL,Champions League,2024
2025-01-29,,GNK Dinamo Zagreb,AC Milan,2,1,"League, Matchday 8",2-1,(1-0),CL,Champions League,2024
2025-01-29,,Lille OSC,Feyenoord Rotterdam,6,1,"League, Matchday 8",6-1,(2-1),CL,Champions League,2024
2025-01-29,,PSV,Liverpool FC,3,2,"League, Matchday 8",3-2,(3-2),CL,Champions League,2024
2025-01-29,,FC Red Bull Salzburg,Club Atlético de Madrid,1,4,"League, Matchday 8",1-4,(0-3),CL,Champions League,2024
2025-02-11,18.45,Stade Brestois 29,Paris Saint-Germain FC,0,3,"Playoffs, Matchday 1",0-3,(0-2),CL,Champions League,2024
2025-02-11,21.00,Manchester City FC,Real Madrid CF,2,3,"Playoffs, Matchday 1",2-3,(1-0),CL,Champions League,2024
2025-02-11,,Juventus FC,PSV,2,1,"Playoffs, Matchday 1",2-1,(1-0),CL,Champions League,2024
2025-02-11,,Sporting Clube de Portugal,Borussia Dortmund,0,3,"Playoffs, Matchday 1",0-3,(0-0),CL,Champions League,2024
2025-02-12,18.45,Club Brugge KV,Atalanta BC,2,1,"Playoffs, Matchday 1",2-1,(1-1),CL,Champions League,2024
2025-02-12,21.00,AS Monaco FC,Sport Lisboa e Benfica,0,1,"Playoffs, Matchday 1",0-1,(0-0),CL,Champions League,2024
2025-02-12,,Celtic FC,FC Bayern München,1,2,"Playoffs, Matchday 1",1-2,(0-1),CL,Champions League,2024
2025-02-12,,Feyenoord Rotterdam,AC Milan,1,0,"Playoffs, Matchday 1",1-0,(1-0),CL,Champions League,2024
2025-02-18,18.45,AC Milan,Feyenoord Rotterdam,1,1,"Playoffs, Matchday 2",1-1,(1-0),CL,Champions League,2024
2025-02-18,21.00,Sport Lisboa e Benfica,AS Monaco FC,3,3,"Playoffs, Matchday 2",3-3,(1-1),CL,Champions League,2024
2025-02-18,,FC Bayern München,Celtic FC,1,1,"Playoffs, Matchday 2",1-1,(0-0),CL,Champions League,2024
2025-02-18,,Atalanta BC,Club Brugge KV,1,3,"Playoffs, Matchday 2",1-3,(0-3),CL,Champions League,2024
2025-02-19,18.45,Borussia Dortmund,Sporting Clube de Portugal,0,0,"Playoffs, Matchday 2",0-0,,CL,Champions League,2024
2025-02-19,21.00,Paris Saint-Germain FC,Stade Brestois 29,7,0,"Playoffs, Matchday 2",7-0,(2-0),CL,Champions League,2024
2025-02-19,,Real Madrid CF,Manchester City FC,3,1,"Playoffs, Matchday 2",3-1,(2-0),CL,Champions League,2024
2025-02-19,,PSV,Juventus FC,3,1,"Playoffs, Matchday 2",3-1,(0-0),CL,Champions League,2024
2025-03-04,18.45,Club Brugge KV,Aston Villa FC,1,3,"Finals, Round of 16",1-3,(1-1),CL,Champions League,2024
2025-03-04,21.00,Real Madrid CF,Club Atlético de Madrid,2,1,"Finals, Round of 16",2-1,(1-1),CL,Champions League,2024
2025-03-04,,PSV,Arsenal FC,1,7,"Finals, Round of 16",1-7,(1-3),CL,Champions League,2024
2025-03-04,,Borussia Dortmund,Lille OSC,1,1,"Finals, Round of 16",1-1,(1-0),CL,Champions League,2024
2025-03-05,18.45,Feyenoord Rotterdam,FC Internazionale Milano,0,2,"Finals, Round of 16",0-2,(0-1),CL,Champions League,2024
2025-03-05,21.00,Paris Saint-Germain FC,Liverpool FC,0,1,"Finals, Round of 16",0-1,(0-0),CL,Champions League,2024
2025-03-05,,FC Bayern München,Bayer 04 Leverkusen,3,0,"Finals, Round of 16",3-0,(1-0),CL,Champions League,2024
2025-03-05,,Sport Lisboa e Benfica,FC Barcelona,0,1,"Finals, Round of 16",0-1,(0-0),CL,Champions League,2024
2025-03-11,18.45,FC Barcelona,Sport Lisboa e Benfica,3,1,"Finals, Round of 16",3-1,(3-1),CL,Champions League,2024
2025-03-11,21.00,Liverpool FC,Paris Saint-Germain FC,1,4,"Finals, Round of 16",1-4 pen.,"0-1 a.e.t. (0-1, 0-1)",CL,Champions League,2024
2025-03-11,,FC Internazionale Milano,Feyenoord Rotterdam,2,1,"Finals, Round of 16",2-1,(1-1),CL,Champions League,2024
2025-03-11,,Bayer 04 Leverkusen,FC Bayern München,0,2,"Finals, Round of 16",0-2,(0-0),CL,Champions League,2024
2025-03-12,18.45,Lille OSC,Borussia Dortmund,1,2,"Finals, Round of 16",1-2,(1-0),CL,Champions League,2024
2025-03-12,21.00,Aston Villa FC,Club Brugge KV,3,0,"Finals, Round of 16",3-0,(0-0),CL,Champions League,2024
2025-03-12,,Club Atlético de Madrid,Real Madrid CF,2,4,"Finals, Round of 16",2-4 pen.,"1-0 a.e.t. (1-0, 1-0)",CL,Champions League,2024
2025-03-12,,Arsenal FC,PSV,2,2,"Finals, Round of 16",2-2,(2-1),CL,Champions League,2024
2025-04-08,21.00,Arsenal FC,Real Madrid CF,3,0,"Finals, Quarterfinals",3-0,(0-0),CL,Champions League,2024
2025-04-08,,FC Bayern München,FC Internazionale Milano,1,2,"Finals, Quarterfinals",1-2,(0-1),CL,Champions League,2024
2025-04-09,21.00,Paris Saint-Germain FC,Aston Villa FC,3,1,"Finals, Quarterfinals",3-1,(1-1),CL,Champions League,2024
2025-04-09,,FC Barcelona,Borussia Dortmund,4,0,"Finals, Quarterfinals",4-0,(1-0),CL,Champions League,2024
2025-04-15,21.00,Aston Villa FC,Paris Saint-Germain FC,3,2,"Finals, Quarterfinals",3-2,(1-2),CL,Champions League,2024
2025-04-15,,Borussia Dortmund,FC Barcelona,3,1,"Finals, Quarterfinals",3-1,(1-0),CL,Champions League,2024
2025-04-16,21.00,Real Madrid CF,Arsenal FC,1,2,"Finals, Quarterfinals",1-2,(0-0),CL,Champions League,2024
2025-04-16,,FC Internazionale Milano,FC Bayern München,2,2,"Finals, Quarterfinals",2-2,(0-0),CL,Champions League,2024
2025-04-29,21.00,Arsenal FC,Paris Saint-Germain FC,0,1,"Finals, Semifinals",0-1,(0-1),CL,Champions League,2024
2025-04-30,21.00,FC Barcelona,FC Internazionale Milano,3,3,"Finals, Semifinals",3-3,(2-2),CL,Champions League,2024
2025-05-06,21.00,FC Internazionale Milano,FC Barcelona,4,3,"Finals, Semifinals",4-3,(2-0),CL,Champions League,2024
2025-05-07,21.00,Paris Saint-Germain FC,Arsenal FC,2,1,"Finals, Semifinals",2-1,(1-0),CL,Champions League,2024
2025-05-31,21.00,Paris Saint-Germain FC,FC Internazionale Milano,5,0,"Finals, Final",5-0,(2-0),CL,Champions League,2024
