date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2022-09-07,18.45,AFC Ajax,Rangers FC,4,0,Group A,4-0,(3-0),CL,Champions League,2022
2022-09-07,21.00,SSC Napoli,Liverpool FC,4,1,Group A,4-1,(3-0),CL,Champions League,2022
2022-09-13,21.00,Liverpool FC,AFC Ajax,2,1,Group A,2-1,(1-1),CL,Champions League,2022
2022-09-14,21.00,Rangers FC,SSC Napoli,0,3,Group A,0-3,(0-0),CL,Champions League,2022
2022-10-04,21.00,AFC Ajax,SSC Napoli,1,6,Group A,1-6,(1-3),CL,Champions League,2022
2022-10-04,,Liverpool FC,Rangers FC,2,0,Group A,2-0,(1-0),CL,Champions League,2022
2022-10-12,18.45,SSC Napoli,AFC Ajax,4,2,Group A,4-2,(2-0),CL,Champions League,2022
2022-10-12,21.00,Rangers FC,Liverpool FC,1,7,Group A,1-7,(1-1),CL,Champions League,2022
2022-10-26,21.00,AFC Ajax,Liverpool FC,0,3,Group A,0-3,(0-1),CL,Champions League,2022
2022-10-26,,SSC Napoli,Rangers FC,3,0,Group A,3-0,(2-0),CL,Champions League,2022
2022-11-01,21.00,Rangers FC,AFC Ajax,1,3,Group A,1-3,(0-2),CL,Champions League,2022
2022-11-01,,Liverpool FC,SSC Napoli,2,0,Group A,2-0,(0-0),CL,Champions League,2022
2022-09-07,21.00,Atlético Madrid,FC Porto,2,1,Group B,2-1,(0-0),CL,Champions League,2022
2022-09-07,,Club Brugge KV,Bayer Leverkusen,1,0,Group B,1-0,(1-0),CL,Champions League,2022
2022-09-13,21.00,Bayer Leverkusen,Atlético Madrid,2,0,Group B,2-0,(0-0),CL,Champions League,2022
2022-09-13,,FC Porto,Club Brugge KV,0,4,Group B,0-4,(0-1),CL,Champions League,2022
2022-10-04,21.00,Club Brugge KV,Atlético Madrid,2,0,Group B,2-0,(1-0),CL,Champions League,2022
2022-10-04,,FC Porto,Bayer Leverkusen,2,0,Group B,2-0,(0-0),CL,Champions League,2022
2022-10-12,18.45,Atlético Madrid,Club Brugge KV,0,0,Group B,0-0,,CL,Champions League,2022
2022-10-12,21.00,Bayer Leverkusen,FC Porto,0,3,Group B,0-3,(0-1),CL,Champions League,2022
2022-10-26,18.45,Club Brugge KV,FC Porto,0,4,Group B,0-4,(0-1),CL,Champions League,2022
2022-10-26,21.00,Atlético Madrid,Bayer Leverkusen,2,2,Group B,2-2,(1-2),CL,Champions League,2022
2022-11-01,18.45,FC Porto,Atlético Madrid,2,1,Group B,2-1,(2-0),CL,Champions League,2022
2022-11-01,,Bayer Leverkusen,Club Brugge KV,0,0,Group B,0-0,,CL,Champions League,2022
2022-09-07,21.00,Inter,Bayern München,0,2,Group C,0-2,(0-1),CL,Champions League,2022
2022-09-07,,FC Barcelona,Viktoria Plzeň,5,1,Group C,5-1,(3-1),CL,Champions League,2022
2022-09-13,18.45,Viktoria Plzeň,Inter,0,2,Group C,0-2,(0-1),CL,Champions League,2022
2022-09-13,21.00,Bayern München,FC Barcelona,2,0,Group C,2-0,(0-0),CL,Champions League,2022
2022-10-04,18.45,Bayern München,Viktoria Plzeň,5,0,Group C,5-0,(3-0),CL,Champions League,2022
2022-10-04,21.00,Inter,FC Barcelona,1,0,Group C,1-0,(1-0),CL,Champions League,2022
2022-10-12,21.00,Viktoria Plzeň,Bayern München,2,4,Group C,2-4,(0-4),CL,Champions League,2022
2022-10-12,,FC Barcelona,Inter,3,3,Group C,3-3,(1-0),CL,Champions League,2022
2022-10-26,18.45,Inter,Viktoria Plzeň,4,0,Group C,4-0,(2-0),CL,Champions League,2022
2022-10-26,21.00,FC Barcelona,Bayern München,0,3,Group C,0-3,(0-2),CL,Champions League,2022
2022-11-01,21.00,Bayern München,Inter,2,0,Group C,2-0,(1-0),CL,Champions League,2022
2022-11-01,,Viktoria Plzeň,FC Barcelona,2,4,Group C,2-4,(0-2),CL,Champions League,2022
2022-09-07,18.45,Eintracht Frankfurt,Sporting CP,0,3,Group D,0-3,(0-0),CL,Champions League,2022
2022-09-07,21.00,Tottenham Hotspur,Olympique Marseille,2,0,Group D,2-0,(0-0),CL,Champions League,2022
2022-09-13,18.45,Sporting CP,Tottenham Hotspur,2,0,Group D,2-0,(0-0),CL,Champions League,2022
2022-09-13,21.00,Olympique Marseille,Eintracht Frankfurt,0,1,Group D,0-1,(0-1),CL,Champions League,2022
2022-10-04,18.45,Olympique Marseille,Sporting CP,4,1,Group D,4-1,(3-1),CL,Champions League,2022
2022-10-04,21.00,Eintracht Frankfurt,Tottenham Hotspur,0,0,Group D,0-0,,CL,Champions League,2022
2022-10-12,21.00,Tottenham Hotspur,Eintracht Frankfurt,3,2,Group D,3-2,(3-1),CL,Champions League,2022
2022-10-12,,Sporting CP,Olympique Marseille,0,2,Group D,0-2,(0-2),CL,Champions League,2022
2022-10-26,21.00,Eintracht Frankfurt,Olympique Marseille,2,1,Group D,2-1,(2-1),CL,Champions League,2022
2022-10-26,,Tottenham Hotspur,Sporting CP,1,1,Group D,1-1,(0-1),CL,Champions League,2022
2022-11-01,21.00,Sporting CP,Eintracht Frankfurt,1,2,Group D,1-2,(1-0),CL,Champions League,2022
2022-11-01,,Olympique Marseille,Tottenham Hotspur,1,2,Group D,1-2,(1-0),CL,Champions League,2022
2022-09-06,18.45,Dinamo Zagreb,Chelsea FC,1,0,Group E,1-0,(1-0),CL,Champions League,2022
2022-09-06,21.00,RB Salzburg,AC Milan,1,1,Group E,1-1,(1-1),CL,Champions League,2022
2022-09-14,18.45,AC Milan,Dinamo Zagreb,3,1,Group E,3-1,(1-0),CL,Champions League,2022
2022-09-14,21.00,Chelsea FC,RB Salzburg,1,1,Group E,1-1,(0-0),CL,Champions League,2022
2022-10-05,18.45,RB Salzburg,Dinamo Zagreb,1,0,Group E,1-0,(0-0),CL,Champions League,2022
2022-10-05,21.00,Chelsea FC,AC Milan,3,0,Group E,3-0,(1-0),CL,Champions League,2022
2022-10-11,21.00,AC Milan,Chelsea FC,0,2,Group E,0-2,(0-2),CL,Champions League,2022
