date,time,home_team,away_team,home_goals,away_goals,stage,score_token,detail,competition_code,competition_label,season_start
2016-12-07,20.45,Juventus,Dinamo Zagreb,2,0,Group H,2-0,(0-0),CL,Champions League,2016
2016-12-07,,Olympique Lyonnais,Sevilla FC,0,0,Group H,0-0,,CL,Champions League,2016
2017-02-14,20.45,SL Benfica,Borussia Dortmund,1,0,Round of 16,1-0,(0-0),CL,Champions League,2016
2017-02-14,,Paris Saint-Germain,FC Barcelona,4,0,Round of 16,4-0,(2-0),CL,Champions League,2016
2017-02-15,20.45,Real Madrid,SSC Napoli,3,1,Round of 16,3-1,(1-1),CL,Champions League,2016
2017-02-15,,Bayern München,Arsenal FC,5,1,Round of 16,5-1,(1-1),CL,Champions League,2016
2017-02-21,20.45,Manchester City,AS Monaco,5,3,Round of 16,5-3,(1-2),CL,Champions League,2016
2017-02-21,,Bayer Leverkusen,Atlético Madrid,2,4,Round of 16,2-4,(0-2),CL,Champions League,2016
2017-02-22,20.45,FC Porto,Juventus,0,2,Round of 16,0-2,(0-0),CL,Champions League,2016
2017-02-22,,Sevilla FC,Leicester City,2,1,Round of 16,2-1,(1-0),CL,Champions League,2016
2017-03-07,20.45,SSC Napoli,Real Madrid,1,3,Round of 16,1-3,(1-0),CL,Champions League,2016
2017-03-07,,Arsenal FC,Bayern München,1,5,Round of 16,1-5,(1-0),CL,Champions League,2016
2017-03-08,20.45,Borussia Dortmund,SL Benfica,4,0,Round of 16,4-0,(1-0),CL,Champions League,2016
2017-03-08,,FC Barcelona,Paris Saint-Germain,6,1,Round of 16,6-1,(2-0),CL,Champions League,2016
2017-03-14,20.45,Juventus,FC Porto,1,0,Round of 16,1-0,(1-0),CL,Champions League,2016
2017-03-14,,Leicester City,Sevilla FC,2,0,Round of 16,2-0,(1-0),CL,Champions League,2016
2017-03-15,20.45,AS Monaco,Manchester City,3,1,Round of 16,3-1,(2-0),CL,Champions League,2016
2017-03-15,,Atlético Madrid,Bayer Leverkusen,0,0,Round of 16,0-0,,CL,Champions League,2016
2017-04-11,20.45,Juventus,FC Barcelona,3,0,Quarterfinals,3-0,(2-0),CL,Champions League,2016
2017-04-12,18.45,Borussia Dortmund,AS Monaco,2,3,Quarterfinals,2-3,(0-2),CL,Champions League,2016
2017-04-12,20.45,Atlético Madrid,Leicester City,1,0,Quarterfinals,1-0,(1-0),CL,Champions League,2016
2017-04-12,,Bayern München,Real Madrid,1,2,Quarterfinals,1-2,(1-0),CL,Champions League,2016
2017-04-18,20.45,Leicester City,Atlético Madrid,1,1,Quarterfinals,1-1,(0-1),CL,Champions League,2016
2017-04-18,,Real Madrid,Bayern München,4,2,Quarterfinals,4-2,"a.e.t. (1-2, 0-0)",CL,Champions League,2016
2017-04-19,20.45,FC Barcelona,Juventus,0,0,Quarterfinals,0-0,,CL,Champions League,2016
2017-04-19,20.50,AS Monaco,Borussia Dortmund,3,1,Quarterfinals,3-1,(2-0),CL,Champions League,2016
2017-05-02,20.45,Real Madrid,Atlético Madrid,3,0,Semifinals,3-0,(1-0),CL,Champions League,2016
2017-05-03,20.45,AS Monaco,Juventus,0,2,Semifinals,0-2,(0-1),CL,Champions League,2016
2017-05-09,20.45,Juventus,AS Monaco,2,1,Semifinals,2-1,(2-0),CL,Champions League,2016
2017-05-10,20.45,Atlético Madrid,Real Madrid,2,1,Semifinals,2-1,(2-1),CL,Champions League,2016
2017-06-03,20.45,Juventus,Real Madrid,1,4,Final,1-4,(1-1),CL,Champions League,2016
